Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
172,8.0,0.0,0.0,4020.0,12.0,71.0,26164.0,0.1,30.107000000000046,0.0,0.0,4451.960036277771,,,,,,,,,,,,,,,,,,,,,9.852447416739897,8.922536633472518,29.466379526084125,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,4621.0,13.0,601.0,26765.0,0.1,396.70600000000013,0.0,0.0,4503.455272674561,,,,,,,,,,,,,,,,,,,,,158.36555759789212,83.33075375053937,302.1322622759566,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,5453.0,14.0,832.0,27597.0,0.1,593.4000000000016,0.0,0.0,4574.76965546608,,,,,,,,,,,,,,,,,,,,,217.34960464858116,122.89080805860674,413.3914985379577,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,5702.0,15.0,249.0,27846.0,0.1,183.105,0.0,0.0,4596.393437623978,,,,,,,,,,,,,,,,,,,,,85.17477727122196,49.066960703950244,162.2207597582225,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,5951.0,16.0,249.0,28095.0,0.1,149.80499999999984,0.0,0.0,4617.933882713318,,,,,,,,,,,,,,,,,,,,,60.82335541875864,41.60699092114993,134.92970898899824,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,6162.0,17.0,211.0,28306.0,0.1,132.2069999999999,0.0,0.0,4636.424206972122,,,,,,,,,,,,,,,,,,,,,56.315252695053715,38.13420151813171,120.56549210005178,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,6996.0,18.0,834.0,29140.0,0.1,574.2110000000007,0.0,0.0,4707.956060886383,,,,,,,,,,,,,,,,,,,,,213.78103652214725,113.38728309438457,396.7106401101093,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,7082.0,19.0,86.0,29226.0,0.1,49.20500000000001,0.0,0.0,4715.832240104675,,,,,,,,,,,,,,,,,,,,,19.065073379239653,13.99672178713854,47.66067738347494,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,7911.0,20.0,829.0,30055.0,0.1,595.3040000000017,0.0,0.0,4786.6220626831055,,,,,,,,,,,,,,,,,,,,,229.52901809437006,110.35083332917877,405.8357095832238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,455.0,1.0,455.0,30510.0,0.1,289.3070000000006,0.0,0.0,5489.7010798454285,,,,,,,,,,,,,,,,,,,,,107.0445367084444,70.58868794598082,241.08366203807165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,683.0,2.0,228.0,30738.0,0.1,169.106,0.0,0.0,5509.591483592987,,,,,,,,,,,,,,,,,,,,,72.00471549104608,45.84628693471193,152.99476139607222,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,781.0,3.0,98.0,30836.0,0.1,42.70600000000001,0.0,0.0,5518.353039264679,,,,,,,,,,,,,,,,,,,,,18.856398069901005,11.913214155673332,40.93991187298381,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,1000.0,4.0,219.0,31055.0,0.1,146.90599999999984,0.0,0.0,5537.428409814835,,,,,,,,,,,,,,,,,,,,,59.613569769061556,40.44336808202079,134.11873156497398,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,1817.0,5.0,817.0,31872.0,0.1,577.6000000000013,0.0,0.0,5607.518980979919,,,,,,,,,,,,,,,,,,,,,227.33349399700688,117.10208623258153,392.65344965029584,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,1998.0,6.0,181.0,32053.0,0.1,103.10799999999998,0.0,0.0,5623.357000827789,,,,,,,,,,,,,,,,,,,,,43.07638310361053,28.111962046360897,95.50208332280884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,2097.0,7.0,99.0,32152.0,0.1,63.006000000000014,0.0,0.0,5632.15003156662,,,,,,,,,,,,,,,,,,,,,25.990414688954672,18.52730874165047,60.55399638456625,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,2186.0,8.0,89.0,32241.0,0.1,56.106,0.0,0.0,5640.148750782013,,,,,,,,,,,,,,,,,,,,,21.45003792167649,16.357697985879515,54.30550332611971,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,2954.0,9.0,768.0,33009.0,0.1,516.3120000000014,0.0,0.0,5706.260113477707,,,,,,,,,,,,,,,,,,,,,190.03315710645828,110.25760037091062,371.1083809958505,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,3803.0,10.0,849.0,33858.0,0.1,583.016000000001,0.0,0.0,5778.818562269211,,,,,,,,,,,,,,,,,,,,,225.255633135792,111.15492012739092,392.55869229360746,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.0,0.0,0.0,4328.0,11.0,525.0,34383.0,0.1,385.10700000000026,0.0,0.0,5823.934802532196,,,,,,,,,,,,,,,,,,,,,160.2541449813712,90.53691872363997,301.5764251586724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.0,0.0,0.0,5086.0,12.0,758.0,35141.0,0.1,555.7050000000007,0.0,0.0,5888.8513815402985,,,,,,,,,,,,,,,,,,,,,210.6939040389018,109.21798764244829,396.79220836303017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.0,0.0,0.0,5861.0,13.0,775.0,35916.0,0.1,530.0120000000003,0.0,0.0,5955.442717552185,,,,,,,,,,,,,,,,,,,,,200.30686763863238,110.4103387474641,375.52485175872556,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.0,0.0,0.0,6694.0,14.0,833.0,36749.0,0.1,614.8000000000018,0.0,0.0,6026.708427906036,,,,,,,,,,,,,,,,,,,,,224.94742775342732,121.53798749711886,428.27491423495036,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.0,0.0,0.0,6952.0,15.0,258.0,37007.0,0.1,178.51099999999994,0.0,0.0,6048.993583679199,,,,,,,,,,,,,,,,,,,,,72.82220988435513,49.961447773260716,160.04279539783658,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9.0,0.0,0.0,7044.0,16.0,92.0,37099.0,0.1,59.705999999999996,0.0,0.0,6057.291816711426,,,,,,,,,,,,,,,,,,,,,24.32035016733168,17.755237718367255,57.58363747591985,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9.0,0.0,0.0,7227.0,17.0,183.0,37282.0,0.1,134.6049999999999,0.0,0.0,6073.542430877686,,,,,,,,,,,,,,,,,,,,,58.19172683912939,40.04713460120429,124.20419818060235,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9.0,0.0,0.0,7331.0,18.0,104.0,37386.0,0.1,78.207,0.0,0.0,6082.806488037109,,,,,,,,,,,,,,,,,,,,,32.660310182571635,23.824799962512383,74.96017312709361,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9.0,0.0,0.0,7775.0,19.0,444.0,37830.0,0.1,319.60999999999996,0.0,0.0,6121.02184510231,,,,,,,,,,,,,,,,,,,,,134.1326463442847,78.927155905237,260.5759964400212,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9.0,0.0,0.0,8306.0,20.0,531.0,38361.0,0.1,331.90500000000037,0.0,0.0,6166.692592144012,,,,,,,,,,,,,,,,,,,,,140.28353096237558,79.40670369409833,257.93004722337804,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10.0,0.0,0.0,282.0,1.0,282.0,38643.0,0.1,217.10699999999997,0.0,0.0,6897.178531885147,,,,,,,,,,,,,,,,,,,,,91.1728957755394,59.551898514908004,191.7796108333538,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10.0,0.0,0.0,654.0,2.0,372.0,39015.0,0.1,257.5069999999996,0.0,0.0,6929.290959596634,,,,,,,,,,,,,,,,,,,,,101.19066894242798,63.794916890223384,220.30445976849424,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10.0,0.0,0.0,1491.0,3.0,837.0,39852.0,0.1,562.2119999999995,0.0,0.0,7001.236056566238,,,,,,,,,,,,,,,,,,,,,230.30920722609116,99.27762292626417,370.183189748068,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10.0,0.0,0.0,2328.0,4.0,837.0,40689.0,0.1,627.0000000000002,0.0,0.0,7072.920271396637,,,,,,,,,,,,,,,,,,,,,242.85194490574253,118.39359959613896,424.58166085394026,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10.0,0.0,0.0,3170.0,5.0,842.0,41531.0,0.1,629.7000000000006,0.0,0.0,7144.859807252884,,,,,,,,,,,,,,,,,,,,,240.8473145002686,120.53858705740309,427.7616567426024,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.0,0.0,0.0,3305.0,6.0,135.0,41666.0,0.1,62.606000000000044,0.0,0.0,7156.744097948074,,,,,,,,,,,,,,,,,,,,,24.573123516711956,16.06224956164354,59.407383685230684,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10.0,0.0,0.0,4064.0,7.0,759.0,42425.0,0.1,490.2070000000016,0.0,0.0,7222.0045619010925,,,,,,,,,,,,,,,,,,,,,175.47765065739495,105.8241522666334,357.73457456559385,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10.0,0.0,0.0,4245.0,8.0,181.0,42606.0,0.1,123.70699999999994,0.0,0.0,7237.780037164688,,,,,,,,,,,,,,,,,,,,,51.35023076665473,35.32319979579063,114.64177714374591,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10.0,0.0,0.0,4521.0,9.0,276.0,42882.0,0.1,166.90599999999972,0.0,0.0,7261.699741125107,,,,,,,,,,,,,,,,,,,,,65.5553564281253,41.64795125529244,149.1107941032498,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10.0,0.0,0.0,4620.0,10.0,99.0,42981.0,0.1,73.60599999999997,0.0,0.0,7270.632061958313,,,,,,,,,,,,,,,,,,,,,30.19991468897602,23.471828473795277,70.75765299412663,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10.0,0.0,0.0,5451.0,11.0,831.0,43812.0,0.1,535.5000000000033,0.0,0.0,7341.748167037964,,,,,,,,,,,,,,,,,,,,,190.51446284021782,110.81849017772868,377.9379794006012,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10.0,0.0,0.0,6287.0,12.0,836.0,44648.0,0.1,641.3000000000013,0.0,0.0,7413.348370790482,,,,,,,,,,,,,,,,,,,,,241.4779338949941,133.06217344217748,440.30461619155176,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.0,0.0,0.0,7117.0,13.0,830.0,45478.0,0.1,559.707000000001,0.0,0.0,7484.298450231552,,,,,,,,,,,,,,,,,,,,,208.56033806749628,113.63322076770683,387.3762845968874,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10.0,0.0,0.0,7633.0,14.0,516.0,45994.0,0.1,346.30700000000013,0.0,0.0,7528.491111755371,,,,,,,,,,,,,,,,,,,,,132.35490123522365,83.17216056598646,278.56872985360184,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10.0,0.0,0.0,8456.0,15.0,823.0,46817.0,0.1,597.0010000000009,0.0,0.0,7598.898500442505,,,,,,,,,,,,,,,,,,,,,220.91046136093348,112.95792665611528,416.02332091846733,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10.0,0.0,0.0,8918.0,16.0,462.0,47279.0,0.1,313.50600000000054,0.0,0.0,7638.662481784821,,,,,,,,,,,,,,,,,,,,,122.7680969070451,78.31351641354728,257.30148489725457,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.0,0.0,0.0,9081.0,17.0,163.0,47442.0,0.1,128.613,0.0,0.0,7653.066792726517,,,,,,,,,,,,,,,,,,,,,51.15179463712082,39.15694092433671,120.51616929657322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,11.0,0.0,0.0,0.0,0.0,396.0,47838.0,0.1,240.70899999999997,0.0,0.0,8566.265349388123,,,,,,,,,5.9069495,0.74680716,7.6564593,5.101837,,,,,52.697372,30.116915,181.49538,10.498312,107.6290166983135,63.14474435889074,198.48468026331412,0.001,2.1975923,0.0,2.1975923,2.1975923,-3.298921639067681e-17,0.9999999992960678,6.501223458665965,-7.260047667682153,77.62006,15.259723,108.64488,-15.509459,5.995639,0.69415146,7.6137958,5.2338424,-0.06582723,0.05376854,0.06599768,-0.11002945,86.07659975196708,19.738276498414105,114.83525203592255,-0.5737934420563966,0.18197627,0.0,0.18197627,0.18197627,1.0858352,0.8278695,43.17116,1.0419422e-05,1.0019404,0.17246224,1.2,0.8
219,11.0,0.0,0.0,829.0,1.0,829.0,48667.0,0.1,580.3000000000017,0.0,0.0,8649.696759462357,,,,,,,,,,,,,,,,,,,,,215.21922424366883,112.48856563423902,402.68823688753685,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,11.0,0.0,0.0,1232.0,2.0,403.0,49070.0,0.1,271.50699999999995,0.0,0.0,8684.32120013237,,,,,,,,,,,,,,,,,,,,,112.83971981590365,67.81820681801318,226.48533710305983,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,11.0,0.0,0.0,1979.0,3.0,747.0,49817.0,0.1,559.2050000000006,0.0,0.0,8748.49277806282,,,,,,,,,,,,,,,,,,,,,219.18948632437935,117.99326775978261,396.262582618343,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,11.0,0.0,0.0,2314.0,4.0,335.0,50152.0,0.1,204.20399999999972,0.0,0.0,8777.425172567368,,,,,,,,,,,,,,,,,,,,,88.09312858299047,47.68963402035013,175.04271230659916,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,11.0,0.0,0.0,3146.0,5.0,832.0,50984.0,0.1,565.7000000000007,0.0,0.0,8848.67171907425,,,,,,,,,,,,,,,,,,,,,213.9430867292895,111.31613575940298,388.47591519570716,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,11.0,0.0,0.0,3766.0,6.0,620.0,51604.0,0.1,401.40500000000054,0.0,0.0,8902.010345697403,,,,,,,,,,,,,,,,,,,,,168.46425972656263,89.16916470529183,297.55196534826285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,11.0,0.0,0.0,4587.0,7.0,821.0,52425.0,0.1,631.0000000000006,0.0,0.0,8972.737857341766,,,,,,,,,,,,,,,,,,,,,242.97249677882348,117.64993355479467,432.38391559185374,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,11.0,0.0,0.0,5423.0,8.0,836.0,53261.0,0.1,602.3999999999999,0.0,0.0,9043.900124788284,,,,,,,,,,,,,,,,,,,,,244.70382221292044,117.21560065956339,398.6244549153739,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,11.0,0.0,0.0,5587.0,9.0,164.0,53425.0,0.1,89.60699999999997,0.0,0.0,9058.247154951096,,,,,,,,,,,,,,,,,,,,,37.42327161999876,24.327067521421274,83.63677336427541,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,11.0,0.0,0.0,5634.0,10.0,47.0,53472.0,0.1,26.30700000000002,0.0,0.0,9062.65886926651,,,,,,,,,,,,,,,,,,,,,8.960257315438875,8.62701866172572,25.937717403263502,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,11.0,0.0,0.0,6469.0,11.0,835.0,54307.0,0.1,640.9080000000016,0.0,0.0,9134.130309820175,,,,,,,,,,,,,,,,,,,,,230.73172344707726,130.43401906422463,449.1448514797977,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,11.0,0.0,0.0,7316.0,12.0,847.0,55154.0,0.1,591.0030000000019,0.0,0.0,9206.845920562744,,,,,,,,,,,,,,,,,,,,,222.48131370774604,113.93765309048042,403.3676592403604,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,11.0,0.0,0.0,8079.0,13.0,763.0,55917.0,0.1,519.0090000000024,0.0,0.0,9272.095251560211,,,,,,,,,,,,,,,,,,,,,184.48341082063266,113.05725400602937,379.0057901183036,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,11.0,0.0,0.0,8925.0,14.0,846.0,56763.0,0.1,638.5000000000009,0.0,0.0,9344.377943277359,,,,,,,,,,,,,,,,,,,,,241.68949200185122,126.41660015389962,434.9000549763314,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,12.0,0.0,0.0,0.0,0.0,844.0,57607.0,0.1,565.8000000000015,0.0,0.0,10463.870822429657,,,,,,,,,5.3315115,0.6293525,6.8537283,4.6716323,,,,,60.29858,36.358192,295.59103,12.8454275,216.20557329217263,110.02713961177034,384.09029263638655,1.0,2.0695946,0.0,2.0695946,2.0695946,-1.1710244698267594e-16,0.9999999992570151,8.074860306547857,-8.005951429340683,87.92278,13.936598,116.74748,-3.736248,5.414422,0.5768147,6.8075986,4.799075,-0.061310016,0.053557433,0.0682023,-0.10674676,96.95227575477004,18.893438774161574,120.99501914538749,-0.5675788522490293,0.21982439,0.0,0.21982439,0.21982439,1.085098,0.76421106,31.44219,3.1395544e-23,1.0000736,0.17392401,1.2,0.8
234,12.0,0.0,0.0,191.0,1.0,191.0,57798.0,0.1,134.00799999999995,0.0,0.0,10492.631931066513,,,,,,,,,,,,,,,,,,,,,55.61274407030797,39.35384472936722,123.6331084663955,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,12.0,0.0,0.0,466.0,2.0,275.0,58073.0,0.1,189.20499999999984,0.0,0.0,10516.64540219307,,,,,,,,,,,,,,,,,,,,,76.1654524109471,50.41887950019987,168.59652504054577,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,12.0,0.0,0.0,1014.0,3.0,548.0,58621.0,0.1,392.4080000000002,0.0,0.0,10564.181764602661,,,,,,,,,,,,,,,,,,,,,153.49130958037333,85.49804047744442,308.912277993665,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,12.0,0.0,0.0,1841.0,4.0,827.0,59448.0,0.1,558.3000000000005,0.0,0.0,10634.75929236412,,,,,,,,,,,,,,,,,,,,,217.77212124884625,106.95263558721771,378.9599967607286,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,12.0,0.0,0.0,2090.0,5.0,249.0,59697.0,0.1,166.90600000000003,0.0,0.0,10656.319906234741,,,,,,,,,,,,,,,,,,,,,81.24753806373992,42.433589731526205,146.9691543616979,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,12.0,0.0,0.0,2944.0,6.0,854.0,60551.0,0.1,585.2179999999998,0.0,0.0,10729.409979820251,,,,,,,,,,,,,,,,,,,,,242.37854341279692,113.95756107795579,378.9843135682947,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,12.0,0.0,0.0,3778.0,7.0,834.0,61385.0,0.1,637.3000000000005,0.0,0.0,10800.93113732338,,,,,,,,,,,,,,,,,,,,,244.92078794712847,126.51383417481394,433.9034358202994,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,12.0,0.0,0.0,4108.0,8.0,330.0,61715.0,0.1,194.6069999999997,0.0,0.0,10829.385176420212,,,,,,,,,,,,,,,,,,,,,86.11267484521274,49.58180698996217,166.52269617072514,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,12.0,0.0,0.0,4274.0,9.0,166.0,61881.0,0.1,111.7059999999999,0.0,0.0,10843.925459384918,,,,,,,,,,,,,,,,,,,,,44.40855895506601,32.78289792268115,104.5431609922826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12.0,0.0,0.0,4318.0,10.0,44.0,61925.0,0.1,27.10800000000002,0.0,0.0,10848.13173699379,,,,,,,,,,,,,,,,,,,,,9.331117815125607,9.249308945307181,26.750905876982568,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12.0,0.0,0.0,5136.0,11.0,818.0,62743.0,0.1,635.8000000000009,0.0,0.0,10918.243371725082,,,,,,,,,,,,,,,,,,,,,230.003902556495,135.62895777321734,448.553466087496,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,12.0,0.0,0.0,5985.0,12.0,849.0,63592.0,0.1,649.2000000000007,0.0,0.0,10990.919499397278,,,,,,,,,,,,,,,,,,,,,248.58956346079364,123.47771126841963,439.02507174019496,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,12.0,0.0,0.0,6829.0,13.0,844.0,64436.0,0.1,608.3010000000022,0.0,0.0,11063.062274694443,,,,,,,,,,,,,,,,,,,,,222.42223263401004,123.07316433249896,421.419052342528,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,12.0,0.0,0.0,7681.0,14.0,852.0,65288.0,0.1,696.1000000000009,0.0,0.0,11135.922093629837,,,,,,,,,,,,,,,,,,,,,255.95427695196094,136.99454068888056,478.9844459443713,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,12.0,0.0,0.0,7946.0,15.0,265.0,65553.0,0.1,189.40699999999993,0.0,0.0,11158.820574760437,,,,,,,,,,,,,,,,,,,,,75.92619873728187,50.21993863339437,169.6256389869554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,12.0,0.0,0.0,8001.0,16.0,55.0,65608.0,0.1,30.80600000000002,0.0,0.0,11164.11834692955,,,,,,,,,,,,,,,,,,,,,11.152904941099523,9.658469888881568,30.253066107388197,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,12.0,0.0,0.0,8331.0,17.0,330.0,65938.0,0.1,224.5119999999997,0.0,0.0,11192.706266880035,,,,,,,,,,,,,,,,,,,,,83.714505461472,62.49967210633223,197.28057707128008,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
